ID,Name,Latitude,Longitude
7,Sillano,44.22433400134394,10.30159000225699
11,Arni,44.06383899986351,10.25520199933252
12,Vagli di Sotto,44.10959200313014,10.28915499992879
13,Stazzema,43.99288099849333,10.31119600031702
14,Camporgiano,44.15926999918733,10.33337300146948
15,Vergemoli,44.05316000036013,10.38078899997331
16,Pieve Fosciana,44.13197400296089,10.41046300473832
17,Barga,44.07533299392805,10.48188899876056
18,San Pellegrino in Alpe,44.18999999946514,10.4761109996737
19,Brandeglio,44.00123402696339,10.63502197806674
20,Rivoreta,44.13129100107019,10.71982600023063
21,Popiglio,44.04792019574936,10.75525349254085
22,Prunetta,44.00707478703261,10.80422585784181
23,Orsigna,44.0759627785184,10.88985172455598
24,Spedaletto,44.03890753964417,10.94798015508617
25,Castello di Sambuca,44.10553554610151,10.99493926943881
26,Treppio,44.08096426983965,11.02800063645709
27,Mercatale di Vernio,44.0452025806862,11.14788005153505
28,Barberino di Mugello,44.0010449948112,11.2385430031115
29,Firenzuola,44.1206520134889,11.38027600084427
30,Ronta,44.0057959997928,11.43205499968508
33,Pietrasanta,43.95665899797469,10.2266419990875
34,Massarosa,43.86877799665231,10.34079600484785
35,Vecchiano,43.78098801091537,10.38338698864065
36,Piazzano,43.89317965849895,10.39945680811532
37,Pescaglia,43.9673699970414,10.41220399806057
38,Vorno,43.78998499968408,10.51100500031196
39,Anchiano,43.96813499992574,10.53182499974886
40,Marlia,43.84266199279522,10.56940600026646
41,Porcari,43.8451670016526,10.61751800060708
42,Villa Basilica,43.92582599934484,10.64450299938729
43,Staffoli,43.75533299920471,10.70312999997194
44,Chiesina Uzzanese,43.8390270002968,10.71948000068206
45,Pontito,43.99769718611633,10.72280198278262
46,Casore del Monte,43.93532003289916,10.80975295673675
47,Monsummano,43.87142600367837,10.81346300020205
48,Cerreto Guidi,43.75982874774003,10.88016376017773
49,Gello,43.96058398750901,10.89307299945456
50,Porciano,43.8227810002999,10.92590700018874
51,Montale,43.93657400136043,11.01813000176337
52,Artimino,43.78211100077741,11.0360009997205
53,San Giusto in Piazzanese,43.86709199982938,11.06796100018897
54,Figline di Prato,43.92305199997151,11.09126200060931
55,Peretola,43.79558899974826,11.18193300007605
56,Legri,43.91453900130551,11.22463600017208
57,Vaglia,43.91142609268881,11.28016531124811
58,Molin del Piano,43.81135799976322,11.4002700004051
59,Vicchio,43.93261899674003,11.4671869999156
60,Rufina,43.82533299592893,11.48611100096764
61,Tosi,43.74953700070586,11.53453699984907
62,Dicomano,43.89205600658073,11.52220399503457
63,Castagno d'Andrea,43.9260880057071,11.61801899858016
64,Stia,43.798530004831,11.70926400123312
65,Borgo alla Collina,43.7489409995932,11.72594399991653
66,Badia Prataglia,43.79455586060134,11.8803145249404
67,Ca' Raffaello,43.78479200076515,12.21061800021947
68,Marina di Pisa,43.66792000049365,10.27539099867598
69,Mortaiolo,43.6071337931193,10.43729288813889
70,Putignano,43.69457200034609,10.42719699976966
71,Fauglia,43.57047809441294,10.51394765017948
72,Buti,43.72696397827378,10.58888199069386
73,Pontedera,43.66266700057432,10.63283300047657
74,Santo Pietro in Belvedere,43.58654644199424,10.67762189477526
75,Palaia,43.60518112261636,10.77434142804626
76,San Miniato Alto,43.67936300175208,10.85132999980289
77,Castelfiorentino,43.61099400331737,10.96904700124729
78,Montelupo Fiorentino,43.73393199591138,11.02137000251826
79,Certaldo,43.54739130527386,11.03856097354944
80,Montespertoli,43.64293500371672,11.07658000068688
81,Barberino Val d'Elsa,43.5420560013707,11.17079600102043
82,Montefiridolfi,43.61156500060636,11.21362299955652
83,Pozzolatico,43.72563000019405,11.24564800014525
84,Greve in Chianti,43.5850970001795,11.31536199769984
