ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context,Frequency
192_camigliano_006a,192_camigliano,006a,j,,,tuscan,,48
193_monticelloamiata_006a,193_monticelloamiata,006a,j,,,tuscan,,42
194_seggiano_006a,194_seggiano,006a,j,,,tuscan,,38
195_santafiora_006a,195_santafiora,006a,j,,,tuscan,,44
199_contignano_006a,199_contignano,006a,j,,,tuscan,,33
200_cellesulrigo_006a,200_cellesulrigo,006a,j,,,tuscan,,32
205_castigliondellapescaia_006a,205_castigliondellapescaia,006a,j,,,tuscan,,37
206_alberese_006a,206_alberese,006a,j,,,tuscan,,51
207_talamone_006a,207_talamone,006a,j,,,tuscan,,35
208_istiadombrone_006a,208_istiadombrone,006a,j,,,tuscan,,31
209_montiano_006a,209_montiano,006a,j,,,tuscan,,35
212_pereta_006a,212_pereta,006a,j,,,tuscan,,51
215_manciano_006a,215_manciano,006a,j,,,tuscan,,32
221_gigliocastello_006a,221_gigliocastello,006a,j,,,tuscan,,34
223_orbetello_006a,223_orbetello,006a,j,,,tuscan,,36
24_spedaletto_006a,24_spedaletto,006a,j,,,tuscan,,26
28_barberinodimugello_006a,28_barberinodimugello,006a,j,,,tuscan,,34
29_firenzuola_006a,29_firenzuola,006a,j,,,tuscan,,30
30_ronta_006a,30_ronta,006a,j,,,tuscan,,33
35_vecchiano_006a,35_vecchiano,006a,j,,,tuscan,,32
56_legri_006a,56_legri,006a,j,,,tuscan,,36
57_vaglia_006a,57_vaglia,006a,j,,,tuscan,,35
58_molindelpiano_006a,58_molindelpiano,006a,j,,,tuscan,,43
59_vicchio_006a,59_vicchio,006a,j,,,tuscan,,32
60_rufina_006a,60_rufina,006a,j,,,tuscan,,32
62_dicomano_006a,62_dicomano,006a,j,,,tuscan,,43
65_borgoallacollina_006a,65_borgoallacollina,006a,j,,,tuscan,,41
71_fauglia_006a,71_fauglia,006a,j,,,tuscan,,43
76_sanminiatoalto_006a,76_sanminiatoalto,006a,j,,,tuscan,,26
78_montelupofiorentino_006a,78_montelupofiorentino,006a,j,,,tuscan,,39
79_certaldo_006a,79_certaldo,006a,j,,,tuscan,,33
81_barberinovaldelsa_006a,81_barberinovaldelsa,006a,j,,,tuscan,,37
83_pozzolatico_006a,83_pozzolatico,006a,j,,,tuscan,,40
84_greveinchianti_006a,84_greveinchianti,006a,j,,,tuscan,,38
85_sandonatoincollina_006a,85_sandonatoincollina,006a,j,,,tuscan,,41
96_campidibibbiena_006a,96_campidibibbiena,006a,j,,,tuscan,,26
99_chiusidellaverna_006a,99_chiusidellaverna,006a,j,,,tuscan,,34
23_orsigna_006a,23_orsigna,006a,j,,,tuscan,,35
110_bibbona_006a,110_bibbona,006a,j,,,tuscan,,35
146_suvereto_006a,146_suvereto,006a,j,,,tuscan,,33
25_castellodisambuca_006a,25_castellodisambuca,006a,j,,,tuscan,,21
26_treppio_006a,26_treppio,006a,j,,,tuscan,,36
42_villabasilica_006a,42_villabasilica,006a,j,,,tuscan,,27
43_staffoli_006a,43_staffoli,006a,j,,,tuscan,,37
44_chiesinauzzanese_006a,44_chiesinauzzanese,006a,j,,,tuscan,,21
45_pontito_006a,45_pontito,006a,j,,,tuscan,,30
47_monsummano_006a,47_monsummano,006a,j,,,tuscan,,27
69_mortaiolo_006a,69_mortaiolo,006a,j,,,tuscan,,52
104_badiatedalda_006a,104_badiatedalda,006a,j,,,tuscan,,26
106_antignano_006a,106_antignano,006a,j,,,tuscan,,36
108_cecina_006a,108_cecina,006a,j,,,tuscan,,37
11_arni_006a,11_arni,006a,j,,,tuscan,,31
130_torreacastello_006a,130_torreacastello,006a,j,,,tuscan,,23
14_camporgiano_006a,14_camporgiano,006a,j,,,tuscan,,28
140_monterchi_006a,140_monterchi,006a,j,,,tuscan,,24
141_capraia_006a,141_capraia,006a,j,,,tuscan,,14
142_sanvincenzo_006a,142_sanvincenzo,006a,j,,,tuscan,,36
149_monterotondomarittimo_006a,149_monterotondomarittimo,006a,j,,,tuscan,,33
15_vergemoli_006a,15_vergemoli,006a,j,,,tuscan,,32
160_monteronidarbia_006a,160_monteronidarbia,006a,j,,,tuscan,,25
163_chiusuredasciano_006a,163_chiusuredasciano,006a,j,,,tuscan,,26
164_asciano_006a,164_asciano,006a,j,,,tuscan,,24
167_sinalunga_006a,167_sinalunga,006a,j,,,tuscan,,32
173_montallese_006a,173_montallese,006a,j,,,tuscan,,27
175_terontola_006a,175_terontola,006a,j,,,tuscan,,26
177_marciana_006a,177_marciana,006a,j,,,tuscan,,34
179_portoferraio_006a,179_portoferraio,006a,j,,,tuscan,,35
181_piombino_006a,181_piombino,006a,j,,,tuscan,,37
196_castigliondorcia_006a,196_castigliondorcia,006a,j,,,tuscan,,31
197_campigliadorcia_006a,197_campigliadorcia,006a,j,,,tuscan,,31
201_cetona_006a,201_cetona,006a,j,,,tuscan,,25
202_pomonte_006a,202_pomonte,006a,j,,,tuscan,,29
203_lapila_006a,203_lapila,006a,j,,,tuscan,,31
204_capoliveri_006a,204_capoliveri,006a,j,,,tuscan,,30
214_saturnia_006a,214_saturnia,006a,j,,,tuscan,,43
218_pitigliano_006a,218_pitigliano,006a,j,,,tuscan,,31
219_sorano_006a,219_sorano,006a,j,,,tuscan,,16
22_prunetta_006a,22_prunetta,006a,j,,,tuscan,,28
222_portosantostefano_006a,222_portosantostefano,006a,j,,,tuscan,,27
33_pietrasanta_006a,33_pietrasanta,006a,j,,,tuscan,,33
36_piazzano_006a,36_piazzano,006a,j,,,tuscan,,32
37_pescaglia_006a,37_pescaglia,006a,j,,,tuscan,,43
38_vorno_006a,38_vorno,006a,j,,,tuscan,,33
39_anchiano_006a,39_anchiano,006a,j,,,tuscan,,25
40_marlia_006a,40_marlia,006a,j,,,tuscan,,24
41_porcari_006a,41_porcari,006a,j,,,tuscan,,19
74_santopietroinbelvedere_006a,74_santopietroinbelvedere,006a,j,,,tuscan,,32
88_sangiovannivaldarno_006a,88_sangiovannivaldarno,006a,j,,,tuscan,,33
93_castiglionfibocchi_006a,93_castiglionfibocchi,006a,j,,,tuscan,,35
111_riparbella_006a,111_riparbella,006a,j,,,tuscan,,35
112_chianni_006a,112_chianni,006a,j,,,tuscan,,34
114_laiatico_006a,114_laiatico,006a,j,,,tuscan,,33
115_montecatinivaldicecina_006a,115_montecatinivaldicecina,006a,j,,,tuscan,,37
118_iano_006a,118_iano,006a,j,,,tuscan,,27
12_vaglidisotto_006a,12_vaglidisotto,006a,j,,,tuscan,,16
131_ambra_006a,131_ambra,006a,j,,,tuscan,,30
151_castelnuovoinvaldicecina_006a,151_castelnuovoinvaldicecina,006a,j,,,tuscan,,37
16_pievefosciana_006a,16_pievefosciana,006a,j,,,tuscan,,28
180_rionellelba_006a,180_rionellelba,006a,j,,,tuscan,,33
27_mercataledivernio_006a,27_mercataledivernio,006a,j,,,tuscan,,30
52_artimino_006a,52_artimino,006a,j,,,tuscan,,28
53_sangiustoinpiazzanese_006a,53_sangiustoinpiazzanese,006a,j,,,tuscan,,34
54_figlinediprato_006a,54_figlinediprato,006a,j,,,tuscan,,43
55_peretola_006a,55_peretola,006a,j,,,tuscan,,33
61_tosi_006a,61_tosi,006a,j,,,tuscan,,38
66_badiaprataglia_006a,66_badiaprataglia,006a,j,,,tuscan,,27
7_sillano_006a,7_sillano,006a,j,,,tuscan,,30
75_palaia_006a,75_palaia,006a,j,,,tuscan,,32
77_castelfiorentino_006a,77_castelfiorentino,006a,j,,,tuscan,,32
80_montespertoli_006a,80_montespertoli,006a,j,,,tuscan,,33
89_piandisco_006a,89_piandisco,006a,j,,,tuscan,,43
91_lorociuffenna_006a,91_lorociuffenna,006a,j,,,tuscan,,34
97_ceciliano_006a,97_ceciliano,006a,j,,,tuscan,,28
98_subbiano_006a,98_subbiano,006a,j,,,tuscan,,27
113_querceto_006a,113_querceto,006a,j,,,tuscan,,31
139_valledame_006a,139_valledame,006a,j,,,tuscan,,10
48_cerretoguidi_006a,48_cerretoguidi,006a,j,,,tuscan,,19
51_montale_006a,51_montale,006a,j,,,tuscan,,26
64_stia_006a,64_stia,006a,j,,,tuscan,,26
86_incisainvaldarno_006a,86_incisainvaldarno,006a,j,,,tuscan,,34
90_montemignaio_006a,90_montemignaio,006a,j,,,tuscan,,25
94_talla_006a,94_talla,006a,j,,,tuscan,,30
129_nusenna_006a,129_nusenna,006a,j,,,tuscan,,26
13_stazzema_006a,13_stazzema,006a,j,,,tuscan,,21
132_perginevaldarno_006a,132_perginevaldarno,006a,j,,,tuscan,,21
143_caldanaterme_006a,143_caldanaterme,006a,j,,,tuscan,,32
17_barga_006a,17_barga,006a,j,,,tuscan,,24
176_mercataledicortona_006a,176_mercataledicortona,006a,j,,,tuscan,,7
46_casoredelmonte_006a,46_casoredelmonte,006a,j,,,tuscan,,27
50_porciano_006a,50_porciano,006a,j,,,tuscan,,19
87_cavriglia_006a,87_cavriglia,006a,j,,,tuscan,,26
18_sanpellegrinoinalpe_006a,18_sanpellegrinoinalpe,006a,j,,,tuscan,,15
34_massarosa_006a,34_massarosa,006a,j,,,tuscan,,16
97_ceciliano_0074-02b2-02d0,97_ceciliano,0074-02b2-02d0,tʲː,,,tuscan,,9
98_subbiano_0074-02b2-02d0,98_subbiano,0074-02b2-02d0,tʲː,,,tuscan,,8
94_talla_0074-02b2-02d0,94_talla,0074-02b2-02d0,tʲː,,,tuscan,,8
111_riparbella_0263,111_riparbella,0263,ɣ,,,tuscan,,16
112_chianni_0263,112_chianni,0263,ɣ,,,tuscan,,15
113_querceto_0263,113_querceto,0263,ɣ,,,tuscan,,17
121_mensano_0263,121_mensano,0263,ɣ,,,tuscan,,4
126_fonterutoli_0263,126_fonterutoli,0263,ɣ,,,tuscan,,16
128_raddainchianti_0263,128_raddainchianti,0263,ɣ,,,tuscan,,15
147_monteverdimarittimo_0263,147_monteverdimarittimo,0263,ɣ,,,tuscan,,15
148_serrazzano_0263,148_serrazzano,0263,ɣ,,,tuscan,,14
150_massamarittima_0263,150_massamarittima,0263,ɣ,,,tuscan,,7
151_castelnuovoinvaldicecina_0263,151_castelnuovoinvaldicecina,0263,ɣ,,,tuscan,,9
162_montalcino_0263,162_montalcino,0263,ɣ,,,tuscan,,5
165_sanquiricodorcia_0263,165_sanquiricodorcia,0263,ɣ,,,tuscan,,7
199_contignano_0263,199_contignano,0263,ɣ,,,tuscan,,3
206_alberese_0263,206_alberese,0263,ɣ,,,tuscan,,8
44_chiesinauzzanese_0263,44_chiesinauzzanese,0263,ɣ,,,tuscan,,12
46_casoredelmonte_0263,46_casoredelmonte,0263,ɣ,,,tuscan,,13
47_monsummano_0263,47_monsummano,0263,ɣ,,,tuscan,,11
55_peretola_0263,55_peretola,0263,ɣ,,,tuscan,,16
56_legri_0263,56_legri,0263,ɣ,,,tuscan,,7
57_vaglia_0263,57_vaglia,0263,ɣ,,,tuscan,,15
60_rufina_0263,60_rufina,0263,ɣ,,,tuscan,,13
77_castelfiorentino_0263,77_castelfiorentino,0263,ɣ,,,tuscan,,10
78_montelupofiorentino_0263,78_montelupofiorentino,0263,ɣ,,,tuscan,,12
83_pozzolatico_0263,83_pozzolatico,0263,ɣ,,,tuscan,,12
84_greveinchianti_0263,84_greveinchianti,0263,ɣ,,,tuscan,,12
85_sandonatoincollina_0263,85_sandonatoincollina,0263,ɣ,,,tuscan,,15
89_piandisco_0263,89_piandisco,0263,ɣ,,,tuscan,,12
91_lorociuffenna_0263,91_lorociuffenna,0263,ɣ,,,tuscan,,14
11_arni_0263,11_arni,0263,ɣ,,,tuscan,,5
115_montecatinivaldicecina_0263,115_montecatinivaldicecina,0263,ɣ,,,tuscan,,17
152_montecastellipisano_0263,152_montecastellipisano,0263,ɣ,,,tuscan,,8
158_pari_0263,158_pari,0263,ɣ,,,tuscan,,7
166_castelmuzio_0263,166_castelmuzio,0263,ɣ,,,tuscan,,13
189_campagnatico_0263,189_campagnatico,0263,ɣ,,,tuscan,,15
209_montiano_0263,209_montiano,0263,ɣ,,,tuscan,,9
21_popiglio_0263,21_popiglio,0263,ɣ,,,tuscan,,12
40_marlia_0263,40_marlia,0263,ɣ,,,tuscan,,10
41_porcari_0263,41_porcari,0263,ɣ,,,tuscan,,12
80_montespertoli_0263,80_montespertoli,0263,ɣ,,,tuscan,,10
13_stazzema_0263,13_stazzema,0263,ɣ,,,tuscan,,4
107_rosignanomarittimo_0263,107_rosignanomarittimo,0263,ɣ,,,tuscan,,12
114_laiatico_0263,114_laiatico,0263,ɣ,,,tuscan,,6
116_volterra_0263,116_volterra,0263,ɣ,,,tuscan,,14
123_maggiano_0263,123_maggiano,0263,ɣ,,,tuscan,,7
129_nusenna_0263,129_nusenna,0263,ɣ,,,tuscan,,5
130_torreacastello_0263,130_torreacastello,0263,ɣ,,,tuscan,,13
132_perginevaldarno_0263,132_perginevaldarno,0263,ɣ,,,tuscan,,6
14_camporgiano_0263,14_camporgiano,0263,ɣ,,,tuscan,,3
160_monteronidarbia_0263,160_monteronidarbia,0263,ɣ,,,tuscan,,14
161_pontedarbia_0263,161_pontedarbia,0263,ɣ,,,tuscan,,12
163_chiusuredasciano_0263,163_chiusuredasciano,0263,ɣ,,,tuscan,,15
164_asciano_0263,164_asciano,0263,ɣ,,,tuscan,,11
178_procchio_0263,178_procchio,0263,ɣ,,,tuscan,,10
19_brandeglio_0263,19_brandeglio,0263,ɣ,,,tuscan,,13
190_civitellamarittima_0263,190_civitellamarittima,0263,ɣ,,,tuscan,,13
196_castigliondorcia_0263,196_castigliondorcia,0263,ɣ,,,tuscan,,1
200_cellesulrigo_0263,200_cellesulrigo,0263,ɣ,,,tuscan,,4
39_anchiano_0263,39_anchiano,0263,ɣ,,,tuscan,,5
43_staffoli_0263,43_staffoli,0263,ɣ,,,tuscan,,8
45_pontito_0263,45_pontito,0263,ɣ,,,tuscan,,7
48_cerretoguidi_0263,48_cerretoguidi,0263,ɣ,,,tuscan,,8
50_porciano_0263,50_porciano,0263,ɣ,,,tuscan,,9
51_montale_0263,51_montale,0263,ɣ,,,tuscan,,6
54_figlinediprato_0263,54_figlinediprato,0263,ɣ,,,tuscan,,9
58_molindelpiano_0263,58_molindelpiano,0263,ɣ,,,tuscan,,7
59_vicchio_0263,59_vicchio,0263,ɣ,,,tuscan,,4
63_castagnodandrea_0263,63_castagnodandrea,0263,ɣ,,,tuscan,,6
71_fauglia_0263,71_fauglia,0263,ɣ,,,tuscan,,4
79_certaldo_0263,79_certaldo,0263,ɣ,,,tuscan,,6
159_cascianodimurlo_0263,159_cascianodimurlo,0263,ɣ,,,tuscan,,14
49_gello_0263,49_gello,0263,ɣ,,,tuscan,,2
52_artimino_0263,52_artimino,0263,ɣ,,,tuscan,,9
149_monterotondomarittimo_0263,149_monterotondomarittimo,0263,ɣ,,,tuscan,,3
201_cetona_0263,201_cetona,0263,ɣ,,,tuscan,,1
221_gigliocastello_0263,221_gigliocastello,0263,ɣ,,,tuscan,,5
23_orsigna_0263,23_orsigna,0263,ɣ,,,tuscan,,8
86_incisainvaldarno_0263,86_incisainvaldarno,0263,ɣ,,,tuscan,,5
118_iano_0263,118_iano,0263,ɣ,,,tuscan,,7
122_collevaldelsa_0263,122_collevaldelsa,0263,ɣ,,,tuscan,,1
119_castelsangimignano_0263,119_castelsangimignano,0263,ɣ,,,tuscan,,5
187_batignano_0263,187_batignano,0263,ɣ,,,tuscan,,3
88_sangiovannivaldarno_0263,88_sangiovannivaldarno,0263,ɣ,,,tuscan,,2
127_quercegrossa_0263,127_quercegrossa,0263,ɣ,,,tuscan,,1
82_montefiridolfi_0263,82_montefiridolfi,0263,ɣ,,,tuscan,,3
29_firenzuola_0263,29_firenzuola,0263,ɣ,,,tuscan,,4
53_sangiustoinpiazzanese_0263,53_sangiustoinpiazzanese,0263,ɣ,,,tuscan,,5
207_talamone_0263,207_talamone,0263,ɣ,,,tuscan,,3
210_maglianointoscana_0263,210_maglianointoscana,0263,ɣ,,,tuscan,,3
211_montorgiali_0263,211_montorgiali,0263,ɣ,,,tuscan,,3
108_cecina_0263,108_cecina,0263,ɣ,,,tuscan,,2
27_mercataledivernio_0263,27_mercataledivernio,0263,ɣ,,,tuscan,,1
198_piancastagnaio_0263,198_piancastagnaio,0263,ɣ,,,tuscan,,1
197_campigliadorcia_0263,197_campigliadorcia,0263,ɣ,,,tuscan,,2
144_castagnetocarducci_0263,144_castagnetocarducci,0263,ɣ,,,tuscan,,1
145_bolgheri_0263,145_bolgheri,0263,ɣ,,,tuscan,,1
191_sassodombrone_0263,191_sassodombrone,0263,ɣ,,,tuscan,,1
212_pereta_0263,212_pereta,0263,ɣ,,,tuscan,,1
68_marinadipisa_0263,68_marinadipisa,0263,ɣ,,,tuscan,,1
69_mortaiolo_0263,69_mortaiolo,0263,ɣ,,,tuscan,,1
76_sanminiatoalto_0263,76_sanminiatoalto,0263,ɣ,,,tuscan,,1
100_capresemichelangelo_006c,100_capresemichelangelo,006c,l,,,tuscan,,111
101_pievesantostefano_006c,101_pievesantostefano,006c,l,,,tuscan,,108
102_anghiari_006c,102_anghiari,006c,l,,,tuscan,,94
103_sansepolcro_006c,103_sansepolcro,006c,l,,,tuscan,,85
104_badiatedalda_006c,104_badiatedalda,006c,l,,,tuscan,,80
105_sestino_006c,105_sestino,006c,l,,,tuscan,,92
106_antignano_006c,106_antignano,006c,l,,,tuscan,,98
107_rosignanomarittimo_006c,107_rosignanomarittimo,006c,l,,,tuscan,,88
108_cecina_006c,108_cecina,006c,l,,,tuscan,,95
109_orcianopisano_006c,109_orcianopisano,006c,l,,,tuscan,,98
11_arni_006c,11_arni,006c,l,,,tuscan,,96
110_bibbona_006c,110_bibbona,006c,l,,,tuscan,,87
111_riparbella_006c,111_riparbella,006c,l,,,tuscan,,105
112_chianni_006c,112_chianni,006c,l,,,tuscan,,100
113_querceto_006c,113_querceto,006c,l,,,tuscan,,85
114_laiatico_006c,114_laiatico,006c,l,,,tuscan,,82
115_montecatinivaldicecina_006c,115_montecatinivaldicecina,006c,l,,,tuscan,,86
116_volterra_006c,116_volterra,006c,l,,,tuscan,,101
117_pomarance_006c,117_pomarance,006c,l,,,tuscan,,90
118_iano_006c,118_iano,006c,l,,,tuscan,,73
119_castelsangimignano_006c,119_castelsangimignano,006c,l,,,tuscan,,83
12_vaglidisotto_006c,12_vaglidisotto,006c,l,,,tuscan,,74
120_sangimignano_006c,120_sangimignano,006c,l,,,tuscan,,91
121_mensano_006c,121_mensano,006c,l,,,tuscan,,78
123_maggiano_006c,123_maggiano,006c,l,,,tuscan,,77
124_ancaiano_006c,124_ancaiano,006c,l,,,tuscan,,88
125_costalpino_006c,125_costalpino,006c,l,,,tuscan,,91
127_quercegrossa_006c,127_quercegrossa,006c,l,,,tuscan,,107
128_raddainchianti_006c,128_raddainchianti,006c,l,,,tuscan,,75
129_nusenna_006c,129_nusenna,006c,l,,,tuscan,,74
13_stazzema_006c,13_stazzema,006c,l,,,tuscan,,60
130_torreacastello_006c,130_torreacastello,006c,l,,,tuscan,,93
132_perginevaldarno_006c,132_perginevaldarno,006c,l,,,tuscan,,83
133_montesansavino_006c,133_montesansavino,006c,l,,,tuscan,,101
134_civitellainvaldichiana_006c,134_civitellainvaldichiana,006c,l,,,tuscan,,105
135_olmo_006c,135_olmo,006c,l,,,tuscan,,102
136_brolio_006c,136_brolio,006c,l,,,tuscan,,76
137_castiglionfiorentino_006c,137_castiglionfiorentino,006c,l,,,tuscan,,100
138_palazzodelpero_006c,138_palazzodelpero,006c,l,,,tuscan,,53
139_valledame_006c,139_valledame,006c,l,,,tuscan,,52
14_camporgiano_006c,14_camporgiano,006c,l,,,tuscan,,85
140_monterchi_006c,140_monterchi,006c,l,,,tuscan,,89
141_capraia_006c,141_capraia,006c,l,,,tuscan,,40
142_sanvincenzo_006c,142_sanvincenzo,006c,l,,,tuscan,,111
144_castagnetocarducci_006c,144_castagnetocarducci,006c,l,,,tuscan,,102
145_bolgheri_006c,145_bolgheri,006c,l,,,tuscan,,99
147_monteverdimarittimo_006c,147_monteverdimarittimo,006c,l,,,tuscan,,82
149_monterotondomarittimo_006c,149_monterotondomarittimo,006c,l,,,tuscan,,99
15_vergemoli_006c,15_vergemoli,006c,l,,,tuscan,,96
150_massamarittima_006c,150_massamarittima,006c,l,,,tuscan,,90
151_castelnuovoinvaldicecina_006c,151_castelnuovoinvaldicecina,006c,l,,,tuscan,,100
152_montecastellipisano_006c,152_montecastellipisano,006c,l,,,tuscan,,99
153_montieri_006c,153_montieri,006c,l,,,tuscan,,109
154_frosini_006c,154_frosini,006c,l,,,tuscan,,111
155_torniella_006c,155_torniella,006c,l,,,tuscan,,107
156_monticiano_006c,156_monticiano,006c,l,,,tuscan,,107
157_sanroccoapilli_006c,157_sanroccoapilli,006c,l,,,tuscan,,108
158_pari_006c,158_pari,006c,l,,,tuscan,,101
159_cascianodimurlo_006c,159_cascianodimurlo,006c,l,,,tuscan,,88
16_pievefosciana_006c,16_pievefosciana,006c,l,,,tuscan,,101
160_monteronidarbia_006c,160_monteronidarbia,006c,l,,,tuscan,,96
162_montalcino_006c,162_montalcino,006c,l,,,tuscan,,101
163_chiusuredasciano_006c,163_chiusuredasciano,006c,l,,,tuscan,,99
164_asciano_006c,164_asciano,006c,l,,,tuscan,,92
165_sanquiricodorcia_006c,165_sanquiricodorcia,006c,l,,,tuscan,,97
166_castelmuzio_006c,166_castelmuzio,006c,l,,,tuscan,,94
167_sinalunga_006c,167_sinalunga,006c,l,,,tuscan,,102
168_lucignanoinvaldichiana_006c,168_lucignanoinvaldichiana,006c,l,,,tuscan,,79
169_torritastazione_006c,169_torritastazione,006c,l,,,tuscan,,80
170_montepulciano_006c,170_montepulciano,006c,l,,,tuscan,,105
171_foianodellachiana_006c,171_foianodellachiana,006c,l,,,tuscan,,97
172_valiano_006c,172_valiano,006c,l,,,tuscan,,98
173_montallese_006c,173_montallese,006c,l,,,tuscan,,86
174_cortona_006c,174_cortona,006c,l,,,tuscan,,96
175_terontola_006c,175_terontola,006c,l,,,tuscan,,96
176_mercataledicortona_006c,176_mercataledicortona,006c,l,,,tuscan,,50
177_marciana_006c,177_marciana,006c,l,,,tuscan,,106
178_procchio_006c,178_procchio,006c,l,,,tuscan,,95
179_portoferraio_006c,179_portoferraio,006c,l,,,tuscan,,104
18_sanpellegrinoinalpe_006c,18_sanpellegrinoinalpe,006c,l,,,tuscan,,80
180_rionellelba_006c,180_rionellelba,006c,l,,,tuscan,,76
181_piombino_006c,181_piombino,006c,l,,,tuscan,,114
182_riotorto_006c,182_riotorto,006c,l,,,tuscan,,104
183_scarlino_006c,183_scarlino,006c,l,,,tuscan,,104
184_buriano_006c,184_buriano,006c,l,,,tuscan,,106
185_montemassi_006c,185_montemassi,006c,l,,,tuscan,,101
186_montepescali_006c,186_montepescali,006c,l,,,tuscan,,83
187_batignano_006c,187_batignano,006c,l,,,tuscan,,96
188_roccastrada_006c,188_roccastrada,006c,l,,,tuscan,,97
189_campagnatico_006c,189_campagnatico,006c,l,,,tuscan,,95
19_brandeglio_006c,19_brandeglio,006c,l,,,tuscan,,80
190_civitellamarittima_006c,190_civitellamarittima,006c,l,,,tuscan,,87
191_sassodombrone_006c,191_sassodombrone,006c,l,,,tuscan,,103
192_camigliano_006c,192_camigliano,006c,l,,,tuscan,,94
193_monticelloamiata_006c,193_monticelloamiata,006c,l,,,tuscan,,88
194_seggiano_006c,194_seggiano,006c,l,,,tuscan,,101
196_castigliondorcia_006c,196_castigliondorcia,006c,l,,,tuscan,,97
197_campigliadorcia_006c,197_campigliadorcia,006c,l,,,tuscan,,98
198_piancastagnaio_006c,198_piancastagnaio,006c,l,,,tuscan,,82
199_contignano_006c,199_contignano,006c,l,,,tuscan,,102
20_rivoreta_006c,20_rivoreta,006c,l,,,tuscan,,86
200_cellesulrigo_006c,200_cellesulrigo,006c,l,,,tuscan,,98
201_cetona_006c,201_cetona,006c,l,,,tuscan,,87
202_pomonte_006c,202_pomonte,006c,l,,,tuscan,,83
203_lapila_006c,203_lapila,006c,l,,,tuscan,,89
204_capoliveri_006c,204_capoliveri,006c,l,,,tuscan,,72
205_castigliondellapescaia_006c,205_castigliondellapescaia,006c,l,,,tuscan,,115
206_alberese_006c,206_alberese,006c,l,,,tuscan,,97
207_talamone_006c,207_talamone,006c,l,,,tuscan,,99
208_istiadombrone_006c,208_istiadombrone,006c,l,,,tuscan,,69
209_montiano_006c,209_montiano,006c,l,,,tuscan,,111
21_popiglio_006c,21_popiglio,006c,l,,,tuscan,,104
210_maglianointoscana_006c,210_maglianointoscana,006c,l,,,tuscan,,112
211_montorgiali_006c,211_montorgiali,006c,l,,,tuscan,,104
212_pereta_006c,212_pereta,006c,l,,,tuscan,,111
213_cana_006c,213_cana,006c,l,,,tuscan,,102
214_saturnia_006c,214_saturnia,006c,l,,,tuscan,,109
215_manciano_006c,215_manciano,006c,l,,,tuscan,,102
216_semproniano_006c,216_semproniano,006c,l,,,tuscan,,103
217_selvena_006c,217_selvena,006c,l,,,tuscan,,103
218_pitigliano_006c,218_pitigliano,006c,l,,,tuscan,,94
219_sorano_006c,219_sorano,006c,l,,,tuscan,,58
22_prunetta_006c,22_prunetta,006c,l,,,tuscan,,81
220_castellottieri_006c,220_castellottieri,006c,l,,,tuscan,,102
221_gigliocastello_006c,221_gigliocastello,006c,l,,,tuscan,,79
222_portosantostefano_006c,222_portosantostefano,006c,l,,,tuscan,,80
223_orbetello_006c,223_orbetello,006c,l,,,tuscan,,111
224_capalbio_006c,224_capalbio,006c,l,,,tuscan,,100
23_orsigna_006c,23_orsigna,006c,l,,,tuscan,,90
24_spedaletto_006c,24_spedaletto,006c,l,,,tuscan,,65
27_mercataledivernio_006c,27_mercataledivernio,006c,l,,,tuscan,,83
28_barberinodimugello_006c,28_barberinodimugello,006c,l,,,tuscan,,72
29_firenzuola_006c,29_firenzuola,006c,l,,,tuscan,,88
30_ronta_006c,30_ronta,006c,l,,,tuscan,,81
33_pietrasanta_006c,33_pietrasanta,006c,l,,,tuscan,,103
35_vecchiano_006c,35_vecchiano,006c,l,,,tuscan,,97
36_piazzano_006c,36_piazzano,006c,l,,,tuscan,,96
37_pescaglia_006c,37_pescaglia,006c,l,,,tuscan,,83
38_vorno_006c,38_vorno,006c,l,,,tuscan,,81
39_anchiano_006c,39_anchiano,006c,l,,,tuscan,,73
40_marlia_006c,40_marlia,006c,l,,,tuscan,,66
41_porcari_006c,41_porcari,006c,l,,,tuscan,,65
42_villabasilica_006c,42_villabasilica,006c,l,,,tuscan,,67
43_staffoli_006c,43_staffoli,006c,l,,,tuscan,,92
44_chiesinauzzanese_006c,44_chiesinauzzanese,006c,l,,,tuscan,,73
45_pontito_006c,45_pontito,006c,l,,,tuscan,,74
46_casoredelmonte_006c,46_casoredelmonte,006c,l,,,tuscan,,85
47_monsummano_006c,47_monsummano,006c,l,,,tuscan,,77
48_cerretoguidi_006c,48_cerretoguidi,006c,l,,,tuscan,,61
49_gello_006c,49_gello,006c,l,,,tuscan,,104
50_porciano_006c,50_porciano,006c,l,,,tuscan,,65
51_montale_006c,51_montale,006c,l,,,tuscan,,79
52_artimino_006c,52_artimino,006c,l,,,tuscan,,68
53_sangiustoinpiazzanese_006c,53_sangiustoinpiazzanese,006c,l,,,tuscan,,85
54_figlinediprato_006c,54_figlinediprato,006c,l,,,tuscan,,92
55_peretola_006c,55_peretola,006c,l,,,tuscan,,97
56_legri_006c,56_legri,006c,l,,,tuscan,,109
57_vaglia_006c,57_vaglia,006c,l,,,tuscan,,109
58_molindelpiano_006c,58_molindelpiano,006c,l,,,tuscan,,105
59_vicchio_006c,59_vicchio,006c,l,,,tuscan,,85
60_rufina_006c,60_rufina,006c,l,,,tuscan,,77
