ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context,Frequency
143_caldanaterme_0062,143_caldanaterme,0062,b,,,tuscan,,41
144_castagnetocarducci_0062,144_castagnetocarducci,0062,b,,,tuscan,,52
145_bolgheri_0062,145_bolgheri,0062,b,,,tuscan,,51
146_suvereto_0062,146_suvereto,0062,b,,,tuscan,,46
147_monteverdimarittimo_0062,147_monteverdimarittimo,0062,b,,,tuscan,,43
148_serrazzano_0062,148_serrazzano,0062,b,,,tuscan,,41
149_monterotondomarittimo_0062,149_monterotondomarittimo,0062,b,,,tuscan,,38
15_vergemoli_0062,15_vergemoli,0062,b,,,tuscan,,48
150_massamarittima_0062,150_massamarittima,0062,b,,,tuscan,,36
151_castelnuovoinvaldicecina_0062,151_castelnuovoinvaldicecina,0062,b,,,tuscan,,44
152_montecastellipisano_0062,152_montecastellipisano,0062,b,,,tuscan,,49
153_montieri_0062,153_montieri,0062,b,,,tuscan,,48
154_frosini_0062,154_frosini,0062,b,,,tuscan,,57
155_torniella_0062,155_torniella,0062,b,,,tuscan,,46
156_monticiano_0062,156_monticiano,0062,b,,,tuscan,,47
157_sanroccoapilli_0062,157_sanroccoapilli,0062,b,,,tuscan,,56
158_pari_0062,158_pari,0062,b,,,tuscan,,46
159_cascianodimurlo_0062,159_cascianodimurlo,0062,b,,,tuscan,,39
16_pievefosciana_0062,16_pievefosciana,0062,b,,,tuscan,,41
160_monteronidarbia_0062,160_monteronidarbia,0062,b,,,tuscan,,41
161_pontedarbia_0062,161_pontedarbia,0062,b,,,tuscan,,47
162_montalcino_0062,162_montalcino,0062,b,,,tuscan,,44
163_chiusuredasciano_0062,163_chiusuredasciano,0062,b,,,tuscan,,44
164_asciano_0062,164_asciano,0062,b,,,tuscan,,38
165_sanquiricodorcia_0062,165_sanquiricodorcia,0062,b,,,tuscan,,47
166_castelmuzio_0062,166_castelmuzio,0062,b,,,tuscan,,41
167_sinalunga_0062,167_sinalunga,0062,b,,,tuscan,,43
168_lucignanoinvaldichiana_0062,168_lucignanoinvaldichiana,0062,b,,,tuscan,,33
169_torritastazione_0062,169_torritastazione,0062,b,,,tuscan,,34
17_barga_0062,17_barga,0062,b,,,tuscan,,33
170_montepulciano_0062,170_montepulciano,0062,b,,,tuscan,,47
171_foianodellachiana_0062,171_foianodellachiana,0062,b,,,tuscan,,48
172_valiano_0062,172_valiano,0062,b,,,tuscan,,47
173_montallese_0062,173_montallese,0062,b,,,tuscan,,41
174_cortona_0062,174_cortona,0062,b,,,tuscan,,48
175_terontola_0062,175_terontola,0062,b,,,tuscan,,43
176_mercataledicortona_0062,176_mercataledicortona,0062,b,,,tuscan,,28
177_marciana_0062,177_marciana,0062,b,,,tuscan,,51
178_procchio_0062,178_procchio,0062,b,,,tuscan,,55
179_portoferraio_0062,179_portoferraio,0062,b,,,tuscan,,51
18_sanpellegrinoinalpe_0062,18_sanpellegrinoinalpe,0062,b,,,tuscan,,42
180_rionellelba_0062,180_rionellelba,0062,b,,,tuscan,,35
181_piombino_0062,181_piombino,0062,b,,,tuscan,,52
182_riotorto_0062,182_riotorto,0062,b,,,tuscan,,52
183_scarlino_0062,183_scarlino,0062,b,,,tuscan,,48
184_buriano_0062,184_buriano,0062,b,,,tuscan,,49
185_montemassi_0062,185_montemassi,0062,b,,,tuscan,,40
186_montepescali_0062,186_montepescali,0062,b,,,tuscan,,42
187_batignano_0062,187_batignano,0062,b,,,tuscan,,49
188_roccastrada_0062,188_roccastrada,0062,b,,,tuscan,,42
189_campagnatico_0062,189_campagnatico,0062,b,,,tuscan,,47
19_brandeglio_0062,19_brandeglio,0062,b,,,tuscan,,42
190_civitellamarittima_0062,190_civitellamarittima,0062,b,,,tuscan,,37
191_sassodombrone_0062,191_sassodombrone,0062,b,,,tuscan,,45
192_camigliano_0062,192_camigliano,0062,b,,,tuscan,,47
193_monticelloamiata_0062,193_monticelloamiata,0062,b,,,tuscan,,43
194_seggiano_0062,194_seggiano,0062,b,,,tuscan,,49
195_santafiora_0062,195_santafiora,0062,b,,,tuscan,,48
196_castigliondorcia_0062,196_castigliondorcia,0062,b,,,tuscan,,44
197_campigliadorcia_0062,197_campigliadorcia,0062,b,,,tuscan,,45
198_piancastagnaio_0062,198_piancastagnaio,0062,b,,,tuscan,,41
199_contignano_0062,199_contignano,0062,b,,,tuscan,,44
20_rivoreta_0062,20_rivoreta,0062,b,,,tuscan,,39
200_cellesulrigo_0062,200_cellesulrigo,0062,b,,,tuscan,,46
201_cetona_0062,201_cetona,0062,b,,,tuscan,,40
202_pomonte_0062,202_pomonte,0062,b,,,tuscan,,32
203_lapila_0062,203_lapila,0062,b,,,tuscan,,41
204_capoliveri_0062,204_capoliveri,0062,b,,,tuscan,,34
205_castigliondellapescaia_0062,205_castigliondellapescaia,0062,b,,,tuscan,,56
206_alberese_0062,206_alberese,0062,b,,,tuscan,,44
207_talamone_0062,207_talamone,0062,b,,,tuscan,,50
208_istiadombrone_0062,208_istiadombrone,0062,b,,,tuscan,,31
209_montiano_0062,209_montiano,0062,b,,,tuscan,,53
21_popiglio_0062,21_popiglio,0062,b,,,tuscan,,43
210_maglianointoscana_0062,210_maglianointoscana,0062,b,,,tuscan,,53
211_montorgiali_0062,211_montorgiali,0062,b,,,tuscan,,50
212_pereta_0062,212_pereta,0062,b,,,tuscan,,47
213_cana_0062,213_cana,0062,b,,,tuscan,,47
214_saturnia_0062,214_saturnia,0062,b,,,tuscan,,47
215_manciano_0062,215_manciano,0062,b,,,tuscan,,40
216_semproniano_0062,216_semproniano,0062,b,,,tuscan,,45
217_selvena_0062,217_selvena,0062,b,,,tuscan,,49
218_pitigliano_0062,218_pitigliano,0062,b,,,tuscan,,41
219_sorano_0062,219_sorano,0062,b,,,tuscan,,23
22_prunetta_0062,22_prunetta,0062,b,,,tuscan,,36
220_castellottieri_0062,220_castellottieri,0062,b,,,tuscan,,40
221_gigliocastello_0062,221_gigliocastello,0062,b,,,tuscan,,31
222_portosantostefano_0062,222_portosantostefano,0062,b,,,tuscan,,34
223_orbetello_0062,223_orbetello,0062,b,,,tuscan,,57
224_capalbio_0062,224_capalbio,0062,b,,,tuscan,,49
23_orsigna_0062,23_orsigna,0062,b,,,tuscan,,40
24_spedaletto_0062,24_spedaletto,0062,b,,,tuscan,,36
26_treppio_0062,26_treppio,0062,b,,,tuscan,,49
27_mercataledivernio_0062,27_mercataledivernio,0062,b,,,tuscan,,47
28_barberinodimugello_0062,28_barberinodimugello,0062,b,,,tuscan,,39
29_firenzuola_0062,29_firenzuola,0062,b,,,tuscan,,40
30_ronta_0062,30_ronta,0062,b,,,tuscan,,40
33_pietrasanta_0062,33_pietrasanta,0062,b,,,tuscan,,45
34_massarosa_0062,34_massarosa,0062,b,,,tuscan,,38
35_vecchiano_0062,35_vecchiano,0062,b,,,tuscan,,49
36_piazzano_0062,36_piazzano,0062,b,,,tuscan,,46
37_pescaglia_0062,37_pescaglia,0062,b,,,tuscan,,39
39_anchiano_0062,39_anchiano,0062,b,,,tuscan,,37
40_marlia_0062,40_marlia,0062,b,,,tuscan,,31
41_porcari_0062,41_porcari,0062,b,,,tuscan,,31
42_villabasilica_0062,42_villabasilica,0062,b,,,tuscan,,32
43_staffoli_0062,43_staffoli,0062,b,,,tuscan,,38
44_chiesinauzzanese_0062,44_chiesinauzzanese,0062,b,,,tuscan,,32
45_pontito_0062,45_pontito,0062,b,,,tuscan,,39
46_casoredelmonte_0062,46_casoredelmonte,0062,b,,,tuscan,,38
47_monsummano_0062,47_monsummano,0062,b,,,tuscan,,37
48_cerretoguidi_0062,48_cerretoguidi,0062,b,,,tuscan,,32
49_gello_0062,49_gello,0062,b,,,tuscan,,50
50_porciano_0062,50_porciano,0062,b,,,tuscan,,33
51_montale_0062,51_montale,0062,b,,,tuscan,,45
52_artimino_0062,52_artimino,0062,b,,,tuscan,,39
53_sangiustoinpiazzanese_0062,53_sangiustoinpiazzanese,0062,b,,,tuscan,,44
54_figlinediprato_0062,54_figlinediprato,0062,b,,,tuscan,,51
55_peretola_0062,55_peretola,0062,b,,,tuscan,,41
56_legri_0062,56_legri,0062,b,,,tuscan,,48
57_vaglia_0062,57_vaglia,0062,b,,,tuscan,,49
58_molindelpiano_0062,58_molindelpiano,0062,b,,,tuscan,,48
59_vicchio_0062,59_vicchio,0062,b,,,tuscan,,44
60_rufina_0062,60_rufina,0062,b,,,tuscan,,42
61_tosi_0062,61_tosi,0062,b,,,tuscan,,50
62_dicomano_0062,62_dicomano,0062,b,,,tuscan,,50
63_castagnodandrea_0062,63_castagnodandrea,0062,b,,,tuscan,,52
64_stia_0062,64_stia,0062,b,,,tuscan,,39
65_borgoallacollina_0062,65_borgoallacollina,0062,b,,,tuscan,,45
66_badiaprataglia_0062,66_badiaprataglia,0062,b,,,tuscan,,33
67_caraffaello_0062,67_caraffaello,0062,b,,,tuscan,,39
68_marinadipisa_0062,68_marinadipisa,0062,b,,,tuscan,,53
69_mortaiolo_0062,69_mortaiolo,0062,b,,,tuscan,,52
7_sillano_0062,7_sillano,0062,b,,,tuscan,,33
70_putignano_0062,70_putignano,0062,b,,,tuscan,,50
71_fauglia_0062,71_fauglia,0062,b,,,tuscan,,44
72_buti_0062,72_buti,0062,b,,,tuscan,,39
73_pontedera_0062,73_pontedera,0062,b,,,tuscan,,52
74_santopietroinbelvedere_0062,74_santopietroinbelvedere,0062,b,,,tuscan,,42
75_palaia_0062,75_palaia,0062,b,,,tuscan,,39
76_sanminiatoalto_0062,76_sanminiatoalto,0062,b,,,tuscan,,40
77_castelfiorentino_0062,77_castelfiorentino,0062,b,,,tuscan,,43
78_montelupofiorentino_0062,78_montelupofiorentino,0062,b,,,tuscan,,42
79_certaldo_0062,79_certaldo,0062,b,,,tuscan,,47
80_montespertoli_0062,80_montespertoli,0062,b,,,tuscan,,38
81_barberinovaldelsa_0062,81_barberinovaldelsa,0062,b,,,tuscan,,46
82_montefiridolfi_0062,82_montefiridolfi,0062,b,,,tuscan,,45
83_pozzolatico_0062,83_pozzolatico,0062,b,,,tuscan,,42
84_greveinchianti_0062,84_greveinchianti,0062,b,,,tuscan,,40
85_sandonatoincollina_0062,85_sandonatoincollina,0062,b,,,tuscan,,45
86_incisainvaldarno_0062,86_incisainvaldarno,0062,b,,,tuscan,,42
87_cavriglia_0062,87_cavriglia,0062,b,,,tuscan,,31
88_sangiovannivaldarno_0062,88_sangiovannivaldarno,0062,b,,,tuscan,,48
89_piandisco_0062,89_piandisco,0062,b,,,tuscan,,40
90_montemignaio_0062,90_montemignaio,0062,b,,,tuscan,,34
91_lorociuffenna_0062,91_lorociuffenna,0062,b,,,tuscan,,45
92_raggiolo_0062,92_raggiolo,0062,b,,,tuscan,,41
93_castiglionfibocchi_0062,93_castiglionfibocchi,0062,b,,,tuscan,,52
94_talla_0062,94_talla,0062,b,,,tuscan,,38
95_castelfocognano_0062,95_castelfocognano,0062,b,,,tuscan,,42
96_campidibibbiena_0062,96_campidibibbiena,0062,b,,,tuscan,,40
97_ceciliano_0062,97_ceciliano,0062,b,,,tuscan,,43
98_subbiano_0062,98_subbiano,0062,b,,,tuscan,,38
99_chiusidellaverna_0062,99_chiusidellaverna,0062,b,,,tuscan,,50
121_mensano_0062,121_mensano,0062,b,,,tuscan,,35
38_vorno_0062,38_vorno,0062,b,,,tuscan,,38
13_stazzema_0062,13_stazzema,0062,b,,,tuscan,,29
25_castellodisambuca_0062,25_castellodisambuca,0062,b,,,tuscan,,38
100_capresemichelangelo_0069,100_capresemichelangelo,0069,i,,,tuscan,,140
101_pievesantostefano_0069,101_pievesantostefano,0069,i,,,tuscan,,133
102_anghiari_0069,102_anghiari,0069,i,,,tuscan,,126
103_sansepolcro_0069,103_sansepolcro,0069,i,,,tuscan,,102
104_badiatedalda_0069,104_badiatedalda,0069,i,,,tuscan,,121
105_sestino_0069,105_sestino,0069,i,,,tuscan,,120
106_antignano_0069,106_antignano,0069,i,,,tuscan,,143
107_rosignanomarittimo_0069,107_rosignanomarittimo,0069,i,,,tuscan,,141
108_cecina_0069,108_cecina,0069,i,,,tuscan,,127
109_orcianopisano_0069,109_orcianopisano,0069,i,,,tuscan,,133
11_arni_0069,11_arni,0069,i,,,tuscan,,125
110_bibbona_0069,110_bibbona,0069,i,,,tuscan,,127
111_riparbella_0069,111_riparbella,0069,i,,,tuscan,,153
112_chianni_0069,112_chianni,0069,i,,,tuscan,,146
113_querceto_0069,113_querceto,0069,i,,,tuscan,,117
114_laiatico_0069,114_laiatico,0069,i,,,tuscan,,130
115_montecatinivaldicecina_0069,115_montecatinivaldicecina,0069,i,,,tuscan,,121
116_volterra_0069,116_volterra,0069,i,,,tuscan,,137
117_pomarance_0069,117_pomarance,0069,i,,,tuscan,,135
118_iano_0069,118_iano,0069,i,,,tuscan,,115
119_castelsangimignano_0069,119_castelsangimignano,0069,i,,,tuscan,,114
12_vaglidisotto_0069,12_vaglidisotto,0069,i,,,tuscan,,98
120_sangimignano_0069,120_sangimignano,0069,i,,,tuscan,,159
122_collevaldelsa_0069,122_collevaldelsa,0069,i,,,tuscan,,155
123_maggiano_0069,123_maggiano,0069,i,,,tuscan,,114
124_ancaiano_0069,124_ancaiano,0069,i,,,tuscan,,119
125_costalpino_0069,125_costalpino,0069,i,,,tuscan,,140
126_fonterutoli_0069,126_fonterutoli,0069,i,,,tuscan,,130
127_quercegrossa_0069,127_quercegrossa,0069,i,,,tuscan,,147
128_raddainchianti_0069,128_raddainchianti,0069,i,,,tuscan,,124
129_nusenna_0069,129_nusenna,0069,i,,,tuscan,,115
130_torreacastello_0069,130_torreacastello,0069,i,,,tuscan,,115
131_ambra_0069,131_ambra,0069,i,,,tuscan,,125
132_perginevaldarno_0069,132_perginevaldarno,0069,i,,,tuscan,,114
133_montesansavino_0069,133_montesansavino,0069,i,,,tuscan,,128
134_civitellainvaldichiana_0069,134_civitellainvaldichiana,0069,i,,,tuscan,,132
135_olmo_0069,135_olmo,0069,i,,,tuscan,,141
136_brolio_0069,136_brolio,0069,i,,,tuscan,,107
137_castiglionfiorentino_0069,137_castiglionfiorentino,0069,i,,,tuscan,,137
138_palazzodelpero_0069,138_palazzodelpero,0069,i,,,tuscan,,67
139_valledame_0069,139_valledame,0069,i,,,tuscan,,71
14_camporgiano_0069,14_camporgiano,0069,i,,,tuscan,,121
140_monterchi_0069,140_monterchi,0069,i,,,tuscan,,113
141_capraia_0069,141_capraia,0069,i,,,tuscan,,66
142_sanvincenzo_0069,142_sanvincenzo,0069,i,,,tuscan,,145
143_caldanaterme_0069,143_caldanaterme,0069,i,,,tuscan,,118
144_castagnetocarducci_0069,144_castagnetocarducci,0069,i,,,tuscan,,151
145_bolgheri_0069,145_bolgheri,0069,i,,,tuscan,,152
146_suvereto_0069,146_suvereto,0069,i,,,tuscan,,134
147_monteverdimarittimo_0069,147_monteverdimarittimo,0069,i,,,tuscan,,124
148_serrazzano_0069,148_serrazzano,0069,i,,,tuscan,,121
149_monterotondomarittimo_0069,149_monterotondomarittimo,0069,i,,,tuscan,,126
15_vergemoli_0069,15_vergemoli,0069,i,,,tuscan,,135
150_massamarittima_0069,150_massamarittima,0069,i,,,tuscan,,115
151_castelnuovoinvaldicecina_0069,151_castelnuovoinvaldicecina,0069,i,,,tuscan,,136
152_montecastellipisano_0069,152_montecastellipisano,0069,i,,,tuscan,,135
153_montieri_0069,153_montieri,0069,i,,,tuscan,,140
154_frosini_0069,154_frosini,0069,i,,,tuscan,,150
155_torniella_0069,155_torniella,0069,i,,,tuscan,,132
156_monticiano_0069,156_monticiano,0069,i,,,tuscan,,142
157_sanroccoapilli_0069,157_sanroccoapilli,0069,i,,,tuscan,,136
158_pari_0069,158_pari,0069,i,,,tuscan,,133
159_cascianodimurlo_0069,159_cascianodimurlo,0069,i,,,tuscan,,112
16_pievefosciana_0069,16_pievefosciana,0069,i,,,tuscan,,123
160_monteronidarbia_0069,160_monteronidarbia,0069,i,,,tuscan,,117
161_pontedarbia_0069,161_pontedarbia,0069,i,,,tuscan,,115
162_montalcino_0069,162_montalcino,0069,i,,,tuscan,,133
163_chiusuredasciano_0069,163_chiusuredasciano,0069,i,,,tuscan,,119
164_asciano_0069,164_asciano,0069,i,,,tuscan,,115
165_sanquiricodorcia_0069,165_sanquiricodorcia,0069,i,,,tuscan,,125
166_castelmuzio_0069,166_castelmuzio,0069,i,,,tuscan,,126
167_sinalunga_0069,167_sinalunga,0069,i,,,tuscan,,123
168_lucignanoinvaldichiana_0069,168_lucignanoinvaldichiana,0069,i,,,tuscan,,106
169_torritastazione_0069,169_torritastazione,0069,i,,,tuscan,,110
17_barga_0069,17_barga,0069,i,,,tuscan,,95
170_montepulciano_0069,170_montepulciano,0069,i,,,tuscan,,142
171_foianodellachiana_0069,171_foianodellachiana,0069,i,,,tuscan,,121
172_valiano_0069,172_valiano,0069,i,,,tuscan,,126
173_montallese_0069,173_montallese,0069,i,,,tuscan,,117
174_cortona_0069,174_cortona,0069,i,,,tuscan,,134
175_terontola_0069,175_terontola,0069,i,,,tuscan,,117
176_mercataledicortona_0069,176_mercataledicortona,0069,i,,,tuscan,,56
177_marciana_0069,177_marciana,0069,i,,,tuscan,,145
178_procchio_0069,178_procchio,0069,i,,,tuscan,,140
179_portoferraio_0069,179_portoferraio,0069,i,,,tuscan,,139
18_sanpellegrinoinalpe_0069,18_sanpellegrinoinalpe,0069,i,,,tuscan,,108
180_rionellelba_0069,180_rionellelba,0069,i,,,tuscan,,106
181_piombino_0069,181_piombino,0069,i,,,tuscan,,157
182_riotorto_0069,182_riotorto,0069,i,,,tuscan,,140
183_scarlino_0069,183_scarlino,0069,i,,,tuscan,,131
184_buriano_0069,184_buriano,0069,i,,,tuscan,,121
185_montemassi_0069,185_montemassi,0069,i,,,tuscan,,131
186_montepescali_0069,186_montepescali,0069,i,,,tuscan,,103
187_batignano_0069,187_batignano,0069,i,,,tuscan,,132
188_roccastrada_0069,188_roccastrada,0069,i,,,tuscan,,131
189_campagnatico_0069,189_campagnatico,0069,i,,,tuscan,,127
19_brandeglio_0069,19_brandeglio,0069,i,,,tuscan,,105
190_civitellamarittima_0069,190_civitellamarittima,0069,i,,,tuscan,,120
191_sassodombrone_0069,191_sassodombrone,0069,i,,,tuscan,,140
192_camigliano_0069,192_camigliano,0069,i,,,tuscan,,133
193_monticelloamiata_0069,193_monticelloamiata,0069,i,,,tuscan,,119
194_seggiano_0069,194_seggiano,0069,i,,,tuscan,,135
195_santafiora_0069,195_santafiora,0069,i,,,tuscan,,127
196_castigliondorcia_0069,196_castigliondorcia,0069,i,,,tuscan,,127
197_campigliadorcia_0069,197_campigliadorcia,0069,i,,,tuscan,,133
198_piancastagnaio_0069,198_piancastagnaio,0069,i,,,tuscan,,128
199_contignano_0069,199_contignano,0069,i,,,tuscan,,134
20_rivoreta_0069,20_rivoreta,0069,i,,,tuscan,,116
200_cellesulrigo_0069,200_cellesulrigo,0069,i,,,tuscan,,115
201_cetona_0069,201_cetona,0069,i,,,tuscan,,113
202_pomonte_0069,202_pomonte,0069,i,,,tuscan,,106
203_lapila_0069,203_lapila,0069,i,,,tuscan,,128
204_capoliveri_0069,204_capoliveri,0069,i,,,tuscan,,91
205_castigliondellapescaia_0069,205_castigliondellapescaia,0069,i,,,tuscan,,148
206_alberese_0069,206_alberese,0069,i,,,tuscan,,132
207_talamone_0069,207_talamone,0069,i,,,tuscan,,132
208_istiadombrone_0069,208_istiadombrone,0069,i,,,tuscan,,76
209_montiano_0069,209_montiano,0069,i,,,tuscan,,161
21_popiglio_0069,21_popiglio,0069,i,,,tuscan,,139
210_maglianointoscana_0069,210_maglianointoscana,0069,i,,,tuscan,,144
211_montorgiali_0069,211_montorgiali,0069,i,,,tuscan,,136
212_pereta_0069,212_pereta,0069,i,,,tuscan,,149
213_cana_0069,213_cana,0069,i,,,tuscan,,131
214_saturnia_0069,214_saturnia,0069,i,,,tuscan,,134
215_manciano_0069,215_manciano,0069,i,,,tuscan,,127
216_semproniano_0069,216_semproniano,0069,i,,,tuscan,,146
217_selvena_0069,217_selvena,0069,i,,,tuscan,,142
218_pitigliano_0069,218_pitigliano,0069,i,,,tuscan,,123
219_sorano_0069,219_sorano,0069,i,,,tuscan,,75
22_prunetta_0069,22_prunetta,0069,i,,,tuscan,,97
220_castellottieri_0069,220_castellottieri,0069,i,,,tuscan,,137
221_gigliocastello_0069,221_gigliocastello,0069,i,,,tuscan,,103
222_portosantostefano_0069,222_portosantostefano,0069,i,,,tuscan,,101
223_orbetello_0069,223_orbetello,0069,i,,,tuscan,,146
224_capalbio_0069,224_capalbio,0069,i,,,tuscan,,136
23_orsigna_0069,23_orsigna,0069,i,,,tuscan,,116
24_spedaletto_0069,24_spedaletto,0069,i,,,tuscan,,98
26_treppio_0069,26_treppio,0069,i,,,tuscan,,124
27_mercataledivernio_0069,27_mercataledivernio,0069,i,,,tuscan,,114
28_barberinodimugello_0069,28_barberinodimugello,0069,i,,,tuscan,,112
29_firenzuola_0069,29_firenzuola,0069,i,,,tuscan,,111
30_ronta_0069,30_ronta,0069,i,,,tuscan,,108
33_pietrasanta_0069,33_pietrasanta,0069,i,,,tuscan,,128
34_massarosa_0069,34_massarosa,0069,i,,,tuscan,,83
35_vecchiano_0069,35_vecchiano,0069,i,,,tuscan,,134
36_piazzano_0069,36_piazzano,0069,i,,,tuscan,,129
37_pescaglia_0069,37_pescaglia,0069,i,,,tuscan,,101
39_anchiano_0069,39_anchiano,0069,i,,,tuscan,,103
40_marlia_0069,40_marlia,0069,i,,,tuscan,,98
41_porcari_0069,41_porcari,0069,i,,,tuscan,,97
42_villabasilica_0069,42_villabasilica,0069,i,,,tuscan,,71
43_staffoli_0069,43_staffoli,0069,i,,,tuscan,,120
44_chiesinauzzanese_0069,44_chiesinauzzanese,0069,i,,,tuscan,,99
45_pontito_0069,45_pontito,0069,i,,,tuscan,,97
46_casoredelmonte_0069,46_casoredelmonte,0069,i,,,tuscan,,107
47_monsummano_0069,47_monsummano,0069,i,,,tuscan,,111
48_cerretoguidi_0069,48_cerretoguidi,0069,i,,,tuscan,,92
49_gello_0069,49_gello,0069,i,,,tuscan,,147
50_porciano_0069,50_porciano,0069,i,,,tuscan,,85
51_montale_0069,51_montale,0069,i,,,tuscan,,130
52_artimino_0069,52_artimino,0069,i,,,tuscan,,113
53_sangiustoinpiazzanese_0069,53_sangiustoinpiazzanese,0069,i,,,tuscan,,127
54_figlinediprato_0069,54_figlinediprato,0069,i,,,tuscan,,138
55_peretola_0069,55_peretola,0069,i,,,tuscan,,132
56_legri_0069,56_legri,0069,i,,,tuscan,,146
57_vaglia_0069,57_vaglia,0069,i,,,tuscan,,155
58_molindelpiano_0069,58_molindelpiano,0069,i,,,tuscan,,153
59_vicchio_0069,59_vicchio,0069,i,,,tuscan,,107
60_rufina_0069,60_rufina,0069,i,,,tuscan,,109
61_tosi_0069,61_tosi,0069,i,,,tuscan,,143
62_dicomano_0069,62_dicomano,0069,i,,,tuscan,,148
63_castagnodandrea_0069,63_castagnodandrea,0069,i,,,tuscan,,154
64_stia_0069,64_stia,0069,i,,,tuscan,,100
65_borgoallacollina_0069,65_borgoallacollina,0069,i,,,tuscan,,120
66_badiaprataglia_0069,66_badiaprataglia,0069,i,,,tuscan,,106
67_caraffaello_0069,67_caraffaello,0069,i,,,tuscan,,91
68_marinadipisa_0069,68_marinadipisa,0069,i,,,tuscan,,154
69_mortaiolo_0069,69_mortaiolo,0069,i,,,tuscan,,145
7_sillano_0069,7_sillano,0069,i,,,tuscan,,103
70_putignano_0069,70_putignano,0069,i,,,tuscan,,138
71_fauglia_0069,71_fauglia,0069,i,,,tuscan,,134
72_buti_0069,72_buti,0069,i,,,tuscan,,104
73_pontedera_0069,73_pontedera,0069,i,,,tuscan,,150
74_santopietroinbelvedere_0069,74_santopietroinbelvedere,0069,i,,,tuscan,,122
75_palaia_0069,75_palaia,0069,i,,,tuscan,,126
76_sanminiatoalto_0069,76_sanminiatoalto,0069,i,,,tuscan,,82
77_castelfiorentino_0069,77_castelfiorentino,0069,i,,,tuscan,,129
78_montelupofiorentino_0069,78_montelupofiorentino,0069,i,,,tuscan,,137
79_certaldo_0069,79_certaldo,0069,i,,,tuscan,,122
80_montespertoli_0069,80_montespertoli,0069,i,,,tuscan,,134
81_barberinovaldelsa_0069,81_barberinovaldelsa,0069,i,,,tuscan,,137
82_montefiridolfi_0069,82_montefiridolfi,0069,i,,,tuscan,,142
83_pozzolatico_0069,83_pozzolatico,0069,i,,,tuscan,,130
84_greveinchianti_0069,84_greveinchianti,0069,i,,,tuscan,,153
